!!SBtab SbtabVersion='1.0' TableType='Compound' TableName='C elegans metabolites'
!ID	!Name	!Location	!Charge	!Identifiers:chebi	!Identifiers:kegg.compound	!Identifiers:pubmed	!Identifiers:doi	!Identifiers:eco	!Comment	!Curator	!Notes:FORMULA	!Notes:InChI
M_g3m8masn_n	M_g3m8masn_n	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine residue	nucleus	0.0						changed the name from "XXX asparagine (protein)" to "XXX asparagine residue"	lenov															
M_m2mpdol_c	M_m2mpdol_c	(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	cytosol	-2.0	CHEBI:28049																					
M_m4mpdol_c	M_m4mpdol_c	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	cytosol	-2.0	CHEBI:37633	C05864				added ChEBI and KEGG IDs. Refer to neutral form	lenov															
M_m4masn_c	M_m4masn_c	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine residue	cytosol	0.0						changed the name from "XXX asparagine (protein)" to "XXX asparagine residue"	lenov															
M_m5mpdol_c	M_m5mpdol_c	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	cytosol	-2.0	CHEBI:37636					Added ChEBI ID, only exist on BioPortal	lenov															
M_m6mpdol_c	M_m6mpdol_c	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	cytosol	-2.0	CHEBI:37635					Added ChEBI ID, only exist on BioPortal	lenov															
M_m7mpdol_c	M_m7mpdol_c	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	cytosol	-2.0	CHEBI:37636					Added ChEBI ID, only exist on BioPortal	lenov															
M_m8mpdol_c	M_m8mpdol_c	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	cytosol	-2.0	CHEBI:37637					Added ChEBI ID, only exist on BioPortal																
M_m8masn_c	M_m8masn_c	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine residue	cytosol	0.0						changed the name from "XXX asparagine (protein)" to "XXX asparagine residue"	lenov															
M_g2madph_c	M_g2madph_c	(glucosyl)2(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_memgacpail_c	M_memgacpail_c	(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)	cytosol	0.0																						
M_m2nag2dp_c	M_m2nag2dp_c	(mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_m2nag2dp_m	M_m2nag2dp_m	(mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol	mitochondrion	-2.0																						
M_m3nag2dp_c	M_m3nag2dp_c	(mannosyl)3-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_m3nag2dp_m	M_m3nag2dp_m	(mannosyl)3-(N-acetylglucosaminyl)2-diphosphodolichol	mitochondrion	-2.0																						
M_m5nag2dp_c	M_m5nag2dp_c	(mannosyl)5-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_m6nag2dp_c	M_m6nag2dp_c	(mannosyl)6-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_m7nag2dp_c	M_m7nag2dp_c	(mannosyl)7-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_m8nag2dp_c	M_m8nag2dp_c	(mannosyl)8-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_m9nag2dp_c	M_m9nag2dp_c	(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	cytosol	-2.0																						
M_nm2masn_c	M_nm2masn_c	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine residue	cytosol	0.0						changed the name from "XXX asparagine (protein)" to "XXX asparagine residue"	lenov															
M_nm4masn_c	M_nm4masn_c	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine residue	cytosol	0.0						changed the name from "XXX asparagine (protein)" to "XXX asparagine residue"	lenov															
M_3aib__D_m	M_3aib__D_m	(R)-3-amino-2-methylpropanoate	mitochondrion	0.0	CHEBI:16320							C4H9NO2														
M_3harachACP_c	M_3harachACP_c	(R)-3-hydroxyarachidoyl-[acp]	cytosol	0.0																						
M_3hbehenACP_c	M_3hbehenACP_c	(R)-3-hydroxybehenoyl-[acp]	cytosol	0.0																						
M_3hbutACP_c	M_3hbutACP_c	(R)-3-hydroxybutanoyl-[acp]	cytosol	0.0								C4H7O2SR														
M_3hbcoa_R_c	M_3hbcoa_R_c	(R)-3-hydroxybutanoyl-CoA	cytosol	-4.0	CHEBI:57315					changed M_3hbcoa__R_c into M_3hbcoa_R_c	lenov	C25H42N7O18P3S														
M_3hbcoa_R_m	M_3hbcoa_R_m	(R)-3-hydroxybutanoyl-CoA	mitochondrion	-4.0	CHEBI:57315					changed M_3hbcoa__R_m into M_3hbcoa_R_m	lenov	C25H42N7O18P3S														
M_3hhexcACP_c	M_3hhexcACP_c	(R)-3-hydroxycerotoyl-[acp]	cytosol	0.0																						
M_3hdecACP_c	M_3hdecACP_c	(R)-3-hydroxydecanoyl-[acp]	cytosol	0.0								C10H19O2SR														
M_3hddecACP_c	M_3hddecACP_c	(R)-3-hydroxydodecanoyl-[acp]	cytosol	0.0																						
M_3hhexACP_c	M_3hhexACP_c	(R)-3-hydroxyhexanoyl-[acp]	cytosol	0.0																						
M_3hlgncACP_c	M_3hlgncACP_c	(R)-3-hydroxylignoceroyl-[acp]	cytosol	0.0																						
M_3hoctACP_c	M_3hoctACP_c	(R)-3-hydroxyoctanoyl-[acp]	cytosol	0.0								C8H15O2SR														
M_3hpalmACP_c	M_3hpalmACP_c	(R)-3-hydroxypalmitoyl-[acp]	cytosol	0.0																						
M_3hstearoylACP_c	M_3hstearoylACP_c	(R)-3-hydroxystearoyl-[acp]	cytosol	0.0																						
M_5dpmev_c	M_5dpmev_c	(R)-5-Diphosphomevalonate	cytosol	-4.0	CHEBI:57557	C01143						C6H14O10P2														
M_5pmev_c	M_5pmev_c	(R)-5-Phosphomevalonate	cytosol	-3.0	CHEBI:58146	C01107						C6H13O7P														
M_lipoate_c	M_lipoate_c	(R)-lipoate	cytosol	-1.0	CHEBI:30313	C16241						C8H14O2S2														
M_lipoate_e	M_lipoate_e	(R)-lipoate	extracellular	-1.0	CHEBI:30313	C16241						C8H14O2S2														
M_mmcoa_R_m	M_mmcoa_R_m	(R)-methylmalonyl-CoA	mitochondrion	-5.0	CHEBI:15465	C01213						C25H40N7O19P3S														
M_mmcoa_R_c	M_mmcoa_R_c	(R)-methylmalonyl-CoA	cytosol	-5.0	CHEBI:15465	C01213						C25H40N7O19P3S														
M_mev_R_c	M_mev_R_c	(R)-mevalonate	cytosol	-1.0	CHEBI:36464	C00418						C6H12O4														
M_pnto_R_e	M_pnto_R_e	(R)-pantothenate	extracellular	-1.0	CHEBI:29032	C00864						C9H17NO5														
M_pnto_R_c	M_pnto_R_c	(R)-pantothenate	cytosol	-1.0	CHEBI:29032	C00864						C9H17NO5														
M_lgt_S_m	M_lgt_S_m	(R)-S-lactoylglutathionate(1−)	mitochondrion	-1.0	CHEBI:57474	C03451				changed name to reflect charge, added KEGG ID	lenov	C13H21N3O8S														
M_Ssq23epx_c	M_Ssq23epx_c	(S)-2,3-epoxysqualene	cytosol	0.0	CHEBI:15441	C01054						C30H50O														
M_25aics_c	M_25aics_c	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	cytosol	-4.0	CHEBI:58443	C04823						C13H19N4O12P														
M_2hglut_c	M_2hglut_c	(S)-2-Hydroxyglutarate	cytosol	-2.0	CHEBI:16782							C5H8O5														
M_2hglut_e	M_2hglut_e	(S)-2-Hydroxyglutarate	extracellular	-2.0	CHEBI:16782							C5H8O5														
M_2hglut_m	M_2hglut_m	(S)-2-Hydroxyglutarate	mitochondrion	-2.0	CHEBI:16782							C5H8O5														
M_3hmbcoa_m	M_3hmbcoa_m	(S)-3-Hydroxy-2-methylbutyryl-CoA	mitochondrion	-4.0	CHEBI:57312	C04405						C26H44N7O18P3S														
M_3hmbcoa_c	M_3hmbcoa_c	(S)-3-Hydroxy-2-methylbutyryl-CoA	cytosol	-4.0	CHEBI:57312	C04405						C26H44N7O18P3S														
M_S3hb_c	M_S3hb_c	(S)-3-Hydroxybutanoate	cytosol	-1.0	CHEBI:11047							C4H8O3														
M_S3hb_e	M_S3hb_e	(S)-3-Hydroxybutanoate	extracellular	-1.0	CHEBI:11047							C4H8O3														
M_S3hb_m	M_S3hb_m	(S)-3-Hydroxybutanoate	mitochondrion	-1.0	CHEBI:11047							C4H8O3														
M_3hbcoa_c	M_3hbcoa_c	(S)-3-Hydroxybutanoyl-CoA	cytosol	-4.0	CHEBI:78611	C01144						C25H42N7O18P3S														
M_3hbcoa_m	M_3hbcoa_m	(S)-3-Hydroxybutanoyl-CoA	mitochondrion	-4.0	CHEBI:78611	C01144						C25H42N7O18P3S														
M_3hdcoa_c	M_3hdcoa_c	(S)-3-Hydroxydecanoyl-CoA	cytosol	-4.0	CHEBI:62616	C05264						C31H54N7O18P3S														
M_3hdcoa_m	M_3hdcoa_m	(S)-3-Hydroxydecanoyl-CoA	mitochondrion	-4.0	CHEBI:62616	C05264						C31H54N7O18P3S														
M_3hddcoa_c	M_3hddcoa_c	(S)-3-hydroxydodecanoyl-CoA	cytosol	-4.0	CHEBI:62558							C33H58N7O18P3S														
M_3hddcoa_m	M_3hddcoa_m	(S)-3-hydroxydodecanoyl-CoA	mitochondrion	-4.0	CHEBI:62558							C33H58N7O18P3S														
M_hoxhccoa_c	M_hoxhccoa_c	(S)-3-hydroxyhexacosanoyl-CoA	cytosol	-4.0	CHEBI:52976					[janna]:This ChEBI ID is for the neutral species. As far as I can tell the 4- is not in ChEBI yet.	janna															
M_hoxhccoa_m	M_hoxhccoa_m	(S)-3-hydroxyhexacosanoyl-CoA	mitochondrion	-4.0	CHEBI:52976																					
M_3hhdcoa_c	M_3hhdcoa_c	(S)-3-Hydroxyhexadecanoyl-CoA	cytosol	-4.0	CHEBI:62613							C37H66N7O18P3S														
M_3hhdcoa_m	M_3hhdcoa_m	(S)-3-Hydroxyhexadecanoyl-CoA	mitochondrion	-4.0	CHEBI:62613							C37H66N7O18P3S														
M_3hhcoa_c	M_3hhcoa_c	(S)-3-Hydroxyhexanoyl-CoA	cytosol	-4.0	CHEBI:28276	C05268						C27H46N7O18P3S														
M_3hhcoa_m	M_3hhcoa_m	(S)-3-Hydroxyhexanoyl-CoA	mitochondrion	-4.0	CHEBI:28276	C05268						C27H46N7O18P3S														
M_3hibutcoa_c	M_3hibutcoa_c	(S)-3-Hydroxyisobutyryl-CoA	cytosol	0.0	CHEBI:28259	C04047				[janna]: Is it strange that this one has charge 0 in the model, unlike the closely related others? ChEBI ID for (4-) charged species would be: 62611	janna	C25H42N7O18P3S														
M_3hibutcoa_m	M_3hibutcoa_m	(S)-3-Hydroxyisobutyryl-CoA	mitochondrion	0.0	CHEBI:28259	C04047						C25H42N7O18P3S														
M_3hibutcoa_n	M_3hibutcoa_n	(S)-3-Hydroxyisobutyryl-CoA	nucleus	0.0	CHEBI:28259	C04047						C25H42N7O18P3S														
M_3hodcoa_c	M_3hodcoa_c	(S)-3-Hydroxyoctadecanoyl-CoA	cytosol	-4.0	CHEBI:87561							C39H70N7O18P3S														
M_3hodcoa_m	M_3hodcoa_m	(S)-3-Hydroxyoctadecanoyl-CoA	mitochondrion	-4.0	CHEBI:87561							C39H70N7O18P3S														
M_3hocoa_c	M_3hocoa_c	(S)-3-hydroxyoctanoyl-CoA	cytosol	-4.0	CHEBI:62617							C29H50N7O18P3S														
M_3hocoa_m	M_3hocoa_m	(S)-3-hydroxyoctanoyl-CoA	mitochondrion	-4.0	CHEBI:62617							C29H50N7O18P3S														
M_3htdcoa_c	M_3htdcoa_c	(S)-3-hydroxytetradecanoyl-CoA	cytosol	-4.0	CHEBI:62614							C35H62N7O18P3S														
M_3htdcoa_m	M_3htdcoa_m	(S)-3-hydroxytetradecanoyl-CoA	mitochondrion	-4.0	CHEBI:62614							C35H62N7O18P3S														
M_3mop_c	M_3mop_c	(S)-3-Methyl-2-oxopentanoate	cytosol	-1.0	CHEBI:35146	C00671						C6H10O3														
M_3mop_m	M_3mop_m	(S)-3-Methyl-2-oxopentanoate	mitochondrion	-1.0	CHEBI:35146	C00671						C6H10O3														
M_dhor_S_c	M_dhor_S_c	(S)-dihydroorotate	cytosol	-1.0	CHEBI:30864	C00337						C5H6N2O4														
M_mal_L_m	M_mal_L_m	(S)-malate	mitochondrion	-2.0	CHEBI:15589	C00149						C4H6O5														
M_mal_L_c	M_mal_L_c	(S)-malate	cytosol	-2.0	CHEBI:15589	C00149						C4H6O5														
M_mmcoa_S_c	M_mmcoa_S_c	(S)-methylmalonyl-CoA	cytosol	-5.0	CHEBI:57327	C00683						C25H40N7O19P3S														
M_mmcoa_S_m	M_mmcoa_S_m	(S)-methylmalonyl-CoA	mitochondrion	-5.0	CHEBI:57327	C00683						C25H40N7O19P3S														
M_bcaadh_c	M_bcaadh_c	[apo BCAA dehydrogenase E2 protein] N6-(dihydrolipoyl)lysine	cytosol	0.0																						
M_bcaadh_m	M_bcaadh_m	[apo BCAA dehydrogenase E2 protein] N6-(dihydrolipoyl)lysine	mitochondrion	0.0																						
M_bcaalip_c	M_bcaalip_c	[apo BCAA dehydrogenase E2 protein] N6-(lipoyl)lysine	cytosol	0.0																						
M_bcaalip_m	M_bcaalip_m	[apo BCAA dehydrogenase E2 protein] N6-(lipoyl)lysine	mitochondrion	0.0																						
M_bcaadh2mp_c	M_bcaadh2mp_c	[apo BCAA dehydrogenase E2 protein] N6-(S-[2-methylpropanoyl]dihydrolipoyl)lysine	cytosol	0.0																						
M_bcaadh2mp_m	M_bcaadh2mp_m	[apo BCAA dehydrogenase E2 protein] N6-(S-[2-methylpropanoyl]dihydrolipoyl)lysine	mitochondrion	0.0																						
M_amehl_c	M_amehl_c	[glycine-cleavage complex H protein] N6-(aminomethyldihydrolipoyl)lysine	cytosol	0.0																						
M_amehl_m	M_amehl_m	[glycine-cleavage complex H protein] N6-(aminomethyldihydrolipoyl)lysine	mitochondrion	0.0																						
M_dhlip_gcvh_c	M_dhlip_gcvh_c	[glycine-cleavage complex H protein] N6-(dihydrolipoyl)lysine	cytosol	0.0								C8H16NOS2R														
M_dhlip_gcvh_m	M_dhlip_gcvh_m	[glycine-cleavage complex H protein] N6-(dihydrolipoyl)lysine	mitochondrion	0.0								C8H16NOS2R														
M_lip_gcvh_c	M_lip_gcvh_c	[glycine-cleavage complex H protein] N6-(lipoyl)lysine	cytosol	0.0																						
M_lip_gcvh_m	M_lip_gcvh_m	[glycine-cleavage complex H protein] N6-(lipoyl)lysine	mitochondrion	0.0																						
M_prot_scyst_c	M_prot_scyst_c	[L-cysteine desulfurase]-S-sulfanyl-L-cysteine	cytosol	0.0																						
M_ppip_n	M_ppip_n	[PP]2-IP4	nucleus	0.0																						
M_ppip_c	M_ppip_c	[PP]2-IP4	cytosol	0.0																						
M_prot_asp_c	M_prot_asp_c	[protein]-L-asparagine	cytosol	0.0																						
M_prot_isoasp_m	M_prot_isoasp_m	[protein]-L-beta-isoaspartate	mitochondrion	0.0																						
M_prot_isoasp_n	M_prot_isoasp_n	[protein]-L-beta-isoaspartate	nucleus	0.0																						
M_prot_isoasp_c	M_prot_isoasp_c	[protein]-L-beta-isoaspartate	cytosol	0.0																						
M_prot_cys_c	M_prot_cys_c	[protein]-L-cysteine	cytosol	0.0																						
M_l2fn2m2masn_c	M_l2fn2m2masn_c	{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine	cytosol	0.0																						
M_pail45p_c	M_pail45p_c	1- phosphatidyl-1D-myo-inositol 4,5-bisphosphate	cytosol	0.0	CHEBI:18348							C11H19O19P3R2														
M_pail45p_n	M_pail45p_n	1- phosphatidyl-1D-myo-inositol 4,5-bisphosphate	nucleus	0.0	CHEBI:18348							C11H19O19P3R2														
M_pail45p_m	M_pail45p_m	1- phosphatidyl-1D-myo-inositol 4,5-bisphosphate	mitochondrion	0.0	CHEBI:18348							C11H19O19P3R2														
M_alkenglyc_c	M_alkenglyc_c	1-(1-Alkenyl)-sn-glycerol	cytosol	0.0								C5H9O3R														
M_12dag_c	M_12dag_c	1,2-diacylglycerol	cytosol	0.0	CHEBI:17815							C5H6O5R2														
M_12dag_n	M_12dag_n	1,2-diacylglycerol	nucleus	0.0	CHEBI:17815							C5H6O5R2														
M_12dag_m	M_12dag_m	1,2-diacylglycerol	mitochondrion	0.0	CHEBI:17815							C5H6O5R2														
M_12dag3p_m	M_12dag3p_m	1,2-diacyl-sn-glycerol-3-phosphate	mitochondrion	0.0	CHEBI:29089							C5H7O8PR2														
M_12dag3p_c	M_12dag3p_c	1,2-diacyl-sn-glycerol-3-phosphate	cytosol	0.0	CHEBI:29089							C5H7O8PR2														
M_12dag3p_n	M_12dag3p_n	1,2-diacyl-sn-glycerol-3-phosphate	nucleus	0.0	CHEBI:29089							C5H7O8PR2														
M_dhmtp_c	M_dhmtp_c	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one	cytosol	-1.0	CHEBI:58795							C6H10O3S														
M_6bppoldm_n	M_6bppoldm_n	1,5-bisdiphosphoinositol-1D-myo-inositol (2,3,4,6)tetrakisphosphate	nucleus	-13.0																						
M_6bppoldm_c	M_6bppoldm_c	1,5-bisdiphosphoinositol-1D-myo-inositol (2,3,4,6)tetrakisphosphate	cytosol	-13.0																						
M_10fthf_c	M_10fthf_c	10-Formyltetrahydrofolate	cytosol	0.0	CHEBI:15637	C00234						C20H23N7O7														
M_10fthf_m	M_10fthf_m	10-Formyltetrahydrofolate	mitochondrion	0.0	CHEBI:15637	C00234						C20H23N7O7														
M_oxdca_c	M_oxdca_c	10-oxodecanoate	cytosol	-1.0	CHEBI:58022	C02217						C10H18O3														
M_dhet_c	M_dhet_c	11,12-DHET	cytosol	-1.0	CHEBI:84031							C20H34O4														
M_eet_c	M_eet_c	11,12-EET	cytosol	-1.0	CHEBI:76625							C20H32O3														
M_retpalm_cis_11_c	M_retpalm_cis_11_c	11-cis-Retinyl palmitate	cytosol	0.0	CHEBI:16254							C36H60O2														
M_ag3pc_c	M_ag3pc_c	1-acyl-2-lyso-glycerophosphocholine	cytosol	0.0																						
M_adhap_c	M_adhap_c	1-Acyl-glycerone 3-phosphate	cytosol	0.0	CHEBI:15835							C4H6O7PR														
M_adhap_m	M_adhap_m	1-Acyl-glycerone 3-phosphate	mitochondrion	0.0	CHEBI:15835							C4H6O7PR														
M_acg3pe_c	M_acg3pe_c	1-Acyl-sn-glycero-3-phosphoethanolamine;2-Acyl-sn-glycero-3-phosphoethanolamine	cytosol	0.0								C6H13NO7PR														
M_lpglyc_c	M_lpglyc_c	1-Acyl-sn-glycero-3-phosphoglycerol	cytosol	-1.0	CHEBI:75111							C7H14O9PR														
M_lpglyc_e	M_lpglyc_e	1-Acyl-sn-glycero-3-phosphoglycerol	extracellular	-1.0	CHEBI:75111							C7H14O9PR														
M_acg3ps_c	M_acg3ps_c	1-Acyl-sn-glycero-3-phosphoserine	cytosol	-1.0	CHEBI:64379							C7H13NO9PR														
M_acg3ps_e	M_acg3ps_e	1-Acyl-sn-glycero-3-phosphoserine	extracellular	-1.0	CHEBI:64379							C7H13NO9PR														
M_1ag3p_SC_n	M_1ag3p_SC_n	1-acyl-sn-glycerol-3-phosphate	nucleus	0.0	CHEBI:16975							C4H8O7PR														
M_alkenac2gpe_c	M_alkenac2gpe_c	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen	cytosol	0.0								C8H14NO7PR2														
M_alkenac2g_c	M_alkenac2g_c	1-Alkenyl-2-acylglycerol	cytosol	0.0	CHEBI:16903							C6H8O4R2														
M_alken2gpe_c	M_alken2gpe_c	1-Alkenylglycerophosphoethanolamine	cytosol	0.0	CHEBI:15785							C7H15NO6PR														
M_akac2g_c	M_akac2g_c	1-alkyl 2-acylglycerol	cytosol	0.0	CHEBI:598							C4H6O4R2														
M_akac2gchol_c	M_akac2gchol_c	1-alkyl 2-acylglycerol 3-phosphocholine	cytosol	0.0	CHEBI:78193							C9H19NO7PR2														
M_akac2gpe_c	M_akac2gpe_c	1-alkyl 2-acylglycerol 3-phosphoethanolamine	cytosol	0.0								C6H12NO7PR2														
M_ak2gchol_n	M_ak2gchol_n	1-alkyl-2-acetyl-sn-glycero-3-phosphocholine	nucleus	0.0	CHEBI:36707							C10H22NO7PR														
M_ak2gchol_c	M_ak2gchol_c	1-alkyl-2-acetyl-sn-glycero-3-phosphocholine	cytosol	0.0	CHEBI:36707							C10H22NO7PR														
M_ak2lgchol_n	M_ak2lgchol_n	1-Alkyl-2-lyso-sn-glycero-3-phosphocholine	nucleus	0.0	CHEBI:30909							C8H20NO6PR														
M_ak2lgchol_c	M_ak2lgchol_c	1-Alkyl-2-lyso-sn-glycero-3-phosphocholine	cytosol	0.0	CHEBI:30909							C8H20NO6PR														
M_alkgp_c	M_alkgp_c	1-Alkyl-sn-glycerol 3-phosphate	cytosol	0.0	CHEBI:17106							C3H8O6PR														
M_dpminol_n	M_dpminol_n	1-diphospho-1D-myo-inositol (2,3,4,5,6)pentakisphosphate	nucleus	-12.0	CHEBI:74946					[janna]:the charge of this is (13-) in ChEBI	janna	C6H19O27P7														
M_dpminol_c	M_dpminol_c	1-diphospho-1D-myo-inositol (2,3,4,5,6)pentakisphosphate	cytosol	-12.0	CHEBI:74946							C6H19O27P7														
M_mi13456p_n	M_mi13456p_n	1D-myo-Inositol 1,3,4,5,6-pentakisphosphate	nucleus	-10.0	CHEBI:57733							C6H17O21P5														
M_mi13456p_c	M_mi13456p_c	1D-myo-Inositol 1,3,4,5,6-pentakisphosphate	cytosol	-10.0	CHEBI:57733							C6H17O21P5														
M_mi1345p_n	M_mi1345p_n	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	nucleus	-8.0	CHEBI:57895	C01272						C6H16O18P4														
M_mi1345p_c	M_mi1345p_c	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	cytosol	-8.0	CHEBI:57895	C01272						C6H16O18P4														
M_mi134p_c	M_mi134p_c	1D-myo-Inositol 1,3,4-trisphosphate	cytosol	-6.0	CHEBI:58414	C01243						C6H15O15P3														
M_mi145p_n	M_mi145p_n	1D-myo-Inositol 1,4,5-trisphosphate	nucleus	-6.0	CHEBI:203600	C01245						C6H15O15P3														
M_mi145p_c	M_mi145p_c	1D-myo-Inositol 1,4,5-trisphosphate	cytosol	-6.0	CHEBI:203600	C01245						C6H15O15P3														
M_mi145p_m	M_mi145p_m	1D-myo-Inositol 1,4,5-trisphosphate	mitochondrion	-6.0	CHEBI:203600	C01245						C6H15O15P3														
M_mi14p_c	M_mi14p_c	1D-myo-Inositol 1,4-bisphosphate	cytosol	-4.0	CHEBI:58282	C01220						C6H14O12P2														
M_mi1p_D_c	M_mi1p_D_c	1D-myo-Inositol 1-phosphate	cytosol	-2.0	CHEBI:58433							C6H13O9P														
M_mi3p_D_c	M_mi3p_D_c	1D-myo-Inositol 3-phosphate	cytosol	-2.0	CHEBI:58401	C04006						C6H13O9P														
M_mi4p_D_c	M_mi4p_D_c	1D-myo-Inositol 4-phosphate (2-)	cytosol	-2.0	CHEBI:58469	C03546				changed the name to add the charge	lenov	C6H13O9P														
M_hak2lgchol_c	M_hak2lgchol_c	1-hydroxyalkyl-2-lyso-sn-glycero-3-phosphocholine	cytosol	0.0																						
M_2agpc_c	M_2agpc_c	1-lysophosphatidylcholine	cytosol	0.0	CHEBI:78192							C9H20NO7PR														
M_1mncam_n	M_1mncam_n	1-Methylnicotinamide	nucleus	1.0	CHEBI:16797					[janna]:Charge was zero, I fixed it.	janna	C7H9N2O														
M_1mncam_c	M_1mncam_c	1-Methylnicotinamide	cytosol	1.0	CHEBI:16797					[janna]:Charge was zero, I fixed it.	janna	C7H9N2O														
M_1mncam_e	M_1mncam_e	1-Methylnicotinamide	extracellular	1.0	CHEBI:16797							C7H9N2O														
M_1magol_c	M_1magol_c	1-monoacylglycerol	cytosol	0.0	CHEBI:35759							C4H7O4R														
M_1magol_n	M_1magol_n	1-monoacylglycerol	nucleus	0.0	CHEBI:35759							C4H7O4R														
